X,Y,OBJECTID,COMPANY,FACILITY,PERMIT_TYPE,VOC_TONS_YEAR,METHANE_75_VOC,LAT,LON,SHAPE
-104.342620290979,32.0339752733603,1824,COG Operating LLC,COG - Cali Roll 24 Fed Com 2H Battery,6,37.4,28.05,32.03397,-104.342611,
-103.225009059572,32.4200053888696,1825,XTO Energy Inc,XTO - Arrowhead Grayburg Unit Tank Battery,6,27.51,20.6325,32.42,-103.225,
-103.546514140859,32.5362053941025,1826,COG Operating LLC,COG - Mas Fed 3H Battery,6,54.64,40.98,32.5362,-103.546505,
-103.950901204909,32.0802612985265,1827,WPX Energy Permian LLC (Denver),WPX - N Brushy Draw 35-12H (35-10H),6,49.2,36.9,32.080256,-103.950892,
-104.264065278482,32.1203112914185,1828,Cimarex Energy Co of Colorado,Cimarex - Pintail 23-26 Federal 10H Facility,6,46.62,34.965,32.120306,-104.264056,
-104.256342278273,32.1453662959903,1829,Cimarex Energy Co of Colorado,Cimarex - Grynberg 11 Federal Com 5H Facility,6,16,12,32.145361,-104.256333,
-104.107811239651,32.0648972889779,1830,COG Operating LLC,COG - Myox 5 State 22H Battery,6,16.8,12.6,32.064892,-104.107802,
-104.146179289215,32.7136683964005,1831,COG Operating LLC,COG - Lajitas BWQ State Com 1H Battery,6,42.1,31.575,32.713663,-104.14617,
-107.449610292087,36.1902457607809,1832,Encana Oil & Gas (USA) Inc,DJR - North Alamito Unit L34-2307,6,98.71,74.0325,36.19024,-107.4496,
-107.756382360451,36.212447745588,1833,Enduring Resources LLC,Enduring Resources - W. Lybrook UT No. 720/722/724/756/757/758,6,223,167.25,36.212442,-107.756372,
-107.756382360451,36.212447745588,1834,WPX Energy Permian LLC,Enduring Resources - W. Lybrook UT No. 720/722/724/756/757/758,6,223,167.25,36.212442,-107.756372,
-104.149878297556,32.8285524153911,1835,Mack Energy Corporation,Mack - Black Cat Tank Battery,6,32.5,24.375,32.828547,-104.149869,
-103.309017099021,32.735886438865,1836,Mack Energy Corporation,Mack - Nevada/Oregon Tank Battery,6,28,21,32.735881,-103.309008,
-103.527398140301,32.5963664051759,1837,Three Rivers Operating Company LLC,Three Rivers - Eagle 2 State 6H Production Facility,6,16.33,12.2475,32.596361,-103.527389,
-103.532481141949,32.6038944062189,1838,Three Rivers Operating Company LLC,Three Rivers - Eagle 2 State No3 Production Facility,6,17.83,13.3725,32.603889,-103.532472,
-103.898742191105,32.048674295457,1839,WPX Energy Permian LLC (Denver),RKI - RDX 17-40H,6,56.4,42.3,32.048669,-103.898733,
-103.967278205032,32.0210052877277,1840,WPX Energy Permian LLC (Denver),WPX - East Pecos 22-14H,6,42,31.5,32.021,-103.967269,
-104.231945266212,32.0386972790519,1841,COG Operating LLC,COG - Screech Owl Central Tank Battery,6,59.21,44.4075,32.038692,-104.231936,
-104.053842286949,32.9987024482278,1842,Mack Energy Corporation,Mack Energy - Prince Rupert Tank Battery,6,39.41,29.5575,32.998697,-104.053833,
-103.558953126161,32.2561163458909,1843,Devon Energy Production Company LP,Devon - Thistle Unit 34 CTB 2,6,78.9,59.175,32.256111,-103.558944,
-103.804051170435,32.0638693022227,1844,EOG Resources Inc - Midland Division,EOG - Ross Gulch 8 Fed Com No1 Production Facility,6,36.6,27.45,32.063864,-103.804042,
-107.751660360566,36.2248527476348,1845,Enduring Resources LLC,"Enduring Resources - W Lybrook UT No716,718,719,753,754,755",3,140.7,105.525,36.224847,-107.75165,
-107.751660360566,36.2248527476348,1846,WPX Energy Permian LLC,"Enduring Resources - W Lybrook UT No716,718,719,753,754,755",3,140.7,105.525,36.224847,-107.75165,
-103.58646011905,32.0369043071939,1847,COG Operating LLC,COG - Vast State 2H Battery,6,67.29,50.4675,32.036899,-103.586451,
-107.535946302673,36.1006247427924,1848,Enduring Resources LLC,Enduring Resources - Chaco 2207-36D No193H,6,54,40.5,36.100619,-107.535936,
-107.535946302673,36.1006247427924,1849,WPX Energy Permian LLC,Enduring Resources - Chaco 2207-36D No193H,6,54,40.5,36.100619,-107.535936,
-107.765038361799,36.2067727442621,1850,Enduring Resources LLC,"Enduring Resources - W Lybrook UT No726,728,729,759,760,761",1,129.9,97.425,36.206767,-107.765028,
-107.765038361799,36.2067727442621,1851,WPX Energy Permian LLC,"Enduring Resources - W Lybrook UT No726,728,729,759,760,761",1,129.9,97.425,36.206767,-107.765028,
-103.38699708164,32.1741183395136,1852,COG Operating LLC,COG - Skull Cap Fed Com 22H Battery,6,50.33,37.7475,32.174113,-103.386988,
-104.222195261944,32.0048552737543,1853,Cimarex Energy Co of Colorado,Cimarex - Foxx 31 Federal Unit 1H 4H Facility,6,64.84,48.63,32.00485,-104.222186,
-107.77948036925,36.2541907501304,1854,DJR Operating,DJR - Nageezi Unit K03-2309,6,69.6,52.2,36.254185,-107.77947,
-107.77948036925,36.2541907501304,1855,Encana Oil & Gas (USA) Inc,DJR - Nageezi Unit K03-2309,6,69.6,52.2,36.254185,-107.77947,
-104.052548264601,32.6624553921695,1856,Cimarex Energy Co of Colorado,Cimarex - State 14 Com 1 and 2H,6,34.22,25.665,32.66245,-104.052539,
-103.782855202531,32.6540814032018,1857,COG Operating LLC,COG Operating - Stealth Fed Com 4H Battery,6,43.7,32.775,32.654076,-103.782846,
-103.31862009031,32.5652834094267,1858,XTO Energy Inc,XTO Energy - Eunice Monument South Unit B CTB,6,22.03,16.5225,32.565278,-103.318611,
-104.033062238796,32.3261333365039,1859,WPX Energy Permian LLC,WPX Energy - Longview 12-4H,6,67.6,50.7,32.326128,-104.033053,
-104.033062238796,32.3261333365039,1860,WPX Energy Permian LLC (Denver),WPX Energy - Longview 12-4H,6,67.6,50.7,32.326128,-104.033053,
-104.037753239835,32.325680336216,1861,WPX Energy Permian LLC (Denver),WPX - Longview 12-2H,6,67.1,50.325,32.325675,-104.037744,
-104.037753239835,32.325680336216,1862,WPX Energy Permian LLC,WPX - Longview 12-2H,6,67.1,50.325,32.325675,-104.037744,
-103.889131187139,32.0194132908967,1863,WPX Energy Permian LLC,WPX - RDX 28-9,6,50.07,37.5525,32.019408,-103.889122,
-103.889131187139,32.0194132908967,1864,WPX Energy Permian LLC (Denver),WPX - RDX 28-9,6,50.07,37.5525,32.019408,-103.889122,
-104.335348297425,32.1658662959205,1865,Cimarex Energy Co of Colorado,Cimarex - Adrianne 6 Federal 1,6,26.7,20.025,32.165861,-104.335339,
-107.55223832609,36.3188897730061,1866,"Logos Operating, LLC",LOGOS - Escrito D14 2407 1H Well Site Facility,6,41,30.75,36.318884,-107.552228,
-103.609413125172,32.0511873086308,1867,"BTA Oil Producers, LLC",BTA Oil - Mesa B 3H Battery,6,58.78,44.085,32.051182,-103.609404,
-103.502824116686,32.3109763577609,1868,"BTA Oil Producers, LLC",BTA Oil - Starcaster 18 4H Battery,6,19.27,14.4525,32.310971,-103.502815,
-103.06584000812,32.182216355119,1869,OXY USA WTP Limited Partnership,Oxy USA WTP LP - WA Ramsey Federal Com Battery No1,6,22.53,16.8975,32.182211,-103.065831,
-103.892973189812,32.0490332957726,1870,WPX Energy Permian LLC (Denver),WPX - RDX 16-15H 5,6,61,45.75,32.049028,-103.892964,
-103.892973189812,32.0490332957726,1871,WPX Energy Permian LLC,WPX - RDX 16-15H 5,6,61,45.75,32.049028,-103.892964,
-104.325287297517,32.2041723028182,1872,Cimarex Energy Co of Colorado,Cimarex Energy - Estill AD Federal 2 Facility,6,27.84,20.88,32.204167,-104.325278,
-104.334790297689,32.1721942970108,1873,Cimarex Energy Co of Colorado,Cimarex Energy - White City Federal 2 Facility,6,26.43,19.8225,32.172189,-104.334781,
-104.327787295507,32.1625052956922,1874,Cimarex Energy Co of Colorado,Cimarex Energy - Black Magic 6 Com 1 Facility,6,28.24,21.18,32.1625,-104.327778,
-107.776810363902,36.2020167428801,1875,WPX Energy Permian LLC,Enduring Resources - W Lybrook UT No27C Well Site,6,95.9,71.925,36.202011,-107.7768,
-107.776810363902,36.2020167428801,1876,Enduring Resources LLC,Enduring Resources - W Lybrook UT No27C Well Site,6,95.9,71.925,36.202011,-107.7768,
-103.652873135911,32.064247308952,1877,"BTA Oil Producers, LLC",BTA Oil - Mesa 2H Battery,6,65.9,49.425,32.064242,-103.652864,
-103.533620123633,32.3090613560544,1878,Cimarex Energy Co of Colorado,Cimarex Energy Co - Azul State 13 Fed Com 1H Facility,6,22.95,17.2125,32.309056,-103.533611,
-104.344348299733,32.1702662962591,1879,Cimarex Energy Co of Colorado,Cimarex Energy Co - Park State 36 Com 1 Facility,6,29.1,21.825,32.170261,-104.344339,
-103.494120120227,32.3997553732848,1880,Cimarex Energy Co of Colorado,Cimarex - West Grama Ridge 8-5 2H 3H Facility,6,97.81,73.3575,32.39975,-103.494111,
-104.337220298608,32.1781662979075,1881,Cimarex Energy Co of Colorado,Cimarex Energy - White City 31 Federal 3 Facility,6,27.84,20.88,32.178161,-104.337211,
-103.623870141855,32.269336345244,1882,Cimarex Energy Co of Colorado,Cimarex Energy - Triste Draw 25 Federal 5H Facility,6,28.07,21.0525,32.269331,-103.623861,
-103.727790157685,32.1403333186321,1883,Devon Energy Production Company LP,Devon Energy - Cotton Draw Unit 12 CTB 2,6,91.87,68.9025,32.140328,-103.727781,
-104.248984287012,32.3130363245596,1884,Cimarex Energy Co of Colorado,Cimarex Energy - Echols Com 2 Facility,6,64.19,48.1425,32.313031,-104.248975,
-104.244048286163,32.3173443255067,1885,Cimarex Energy Co of Colorado,Cimarex Energy - Echols Com 1J Facility,6,29.1,21.825,32.317339,-104.244039,
-104.311570292363,32.1710362978533,1886,Cimarex Energy Co of Colorado,Cimarex Energy - New Mexico DD State Com 4 Facility,6,20.8,15.6,32.171031,-104.311561,
-104.235620285631,32.3393553295876,1887,Cimarex Energy Co of Colorado,Cimarex Energy - Gulf Federal Com 4 Facility,6,27.8,20.85,32.33935,-104.235611,
-104.018428216608,32.020013285306,1888,COG Operating LLC,COG - Copperhead 31 Fed Com 3H Battery,6,61.1,45.825,32.020008,-104.018419,
-103.61799213781,32.2256903380672,1889,COG Operating LLC,COG - Macho Nacho State Com 10H Battery,6,60.06,45.045,32.225685,-103.617983,
-103.984287219787,32.1988243171624,1890,OXY USA Inc ,OXY - Cedar Canyon 21 Fed CTB,6,68.3,51.225,32.198819,-103.984278,
-104.244070286636,32.3248163267619,1891,Cimarex Energy Co of Colorado,Cimarex - Gulf Federal Com 1 Facility,6,29.1,21.825,32.324811,-104.244061,
-103.594853174552,32.8862524510004,1892,Cimarex Energy Co of Colorado,Cimarex - State LF 30 4H Facility,6,46.8,35.1,32.886247,-103.594844,
-107.543732308638,36.147924749103,1893,WPX Energy Permian LLC,Enduring Resources - N. Escavada UT No 311/312,6,40.5,30.375,36.147919,-107.543722,
-107.543732308638,36.147924749103,1894,Enduring Resources LLC,Enduring Resources - N. Escavada UT No 311/312,6,40.5,30.375,36.147919,-107.543722,
-103.563092150412,32.6263664086218,1895,Chevron USA Inc,Chevron - Codorniz 28 Federal 3,6,25.6,19.2,32.626361,-103.563083,
-107.793797374462,36.277346752554,1896,Encana Oil & Gas (USA) Inc,Encana - Nageezi Unit B33-2409,6,75.8,56.85,36.277341,-107.793787,
-104.248948288581,32.3381993287908,1897,Cimarex Energy Co of Colorado,Cimarex - Gulf Federal Com 3 Facility,6,29.1,21.825,32.338194,-104.248939,
-103.813305210971,32.6770404056632,1898,COG Operating LLC,COG Operating - Spruce Goose Fed Com 3H Battery,6,18.9,14.175,32.677035,-103.813296,
-103.976190207085,32.0214132874046,1899,WPX Energy Permian LLC (Denver),WPX - East Pecos 22-1H (22-9H),6,66.04,49.53,32.021408,-103.976181,
-103.976190207085,32.0214132874046,1900,WPX Energy Permian LLC,WPX - East Pecos 22-1H (22-9H),6,66.04,49.53,32.021408,-103.976181,
-103.812740182194,32.2233083289742,1901,OXY USA Inc ,OXY - Sand Dunes South Corridor CTB,6,82.54,61.905,32.223303,-103.812731,
-104.075707279532,32.8110154159337,1902,OXY USA Inc ,COG Operating - GJ West Coop Unit South Battery,6,35.3,26.475,32.81101,-104.075698,
-103.60995912924,32.1159993196945,1903,EOG Resources Inc - Midland Division,EOG -  Audacious BTL Fed CTB,2,34.4,25.8,32.115994,-103.60995,
-103.494109127041,32.5080053916994,1904,EOG Resources Inc - Midland Division,EOG - Berry APN State No5H,6,47.1,35.325,32.508,-103.4941,
-103.97821521852,32.2006993177511,1905,OXY USA Inc ,"OXY - Cedar Canyon 22 Oil Gathering Station",6,28.7,21.525,32.200694,-103.978206,
-104.327298295778,32.1686942967562,1906,Cimarex Energy Co of Colorado,Cimarex Energy - White City 31 Federal 4 Facility,6,18.3,13.725,32.168689,-104.327289,
-103.65627813392,32.0185473009838,1907,ConocoPhillips - Midland Office,ConocoPhillips - Battle Axe 27 WF1,2,40.8,30.6,32.018542,-103.656269,
-107.470838364899,36.9184888628314,1908,"Logos Operating, LLC",Logos - Rosa Pad No5,6,84.9,63.675,36.918483,-107.470828,
-107.470838364899,36.9184888628314,1909,WPX Energy Permian LLC,Logos - Rosa Pad No5,6,84.9,63.675,36.918483,-107.470828,
-107.240793314629,36.9171418769273,1910,"Logos Operating, LLC",Logos - Rosa UT Pad No47 ,6,80.7,60.525,36.917136,-107.240783,
-107.240793314629,36.9171418769273,1911,WPX Energy Permian LLC,Logos - Rosa UT Pad No47 ,6,80.7,60.525,36.917136,-107.240783,
-104.430149351807,32.6859143785944,1912,COG Operating LLC,COG - Clydesdale 1 Fee 6H Battery ,6,65.43,49.0725,32.685909,-104.43014,
-104.198484259498,32.052972282947,1913,Chevron USA Inc,Chevron - Hayhurst NM Section 9 CTB GCP4-7312,6,25.7,19.275,32.052967,-104.198475,
-104.247920276589,32.1490052969797,1914,Cimarex Energy Co of Colorado,Cimarex - Marquardt 12-13 Federal Com 11H Facility,6,42.04,31.53,32.149,-104.247911,
-107.694952349577,36.2384987529795,1915,"Logos Operating, LLC",LOGOS - Heros 2308 09L Well Pad,6,19.8,14.85,36.238493,-107.694942,
-103.564939118448,32.1081453203404,1916,"BTA Oil Producers, LLC",BTA Oil - Rojo AE 7811 JV-P Fed Com 1H Battery ,6,60.2,45.15,32.10814,-103.56493,
-103.523709113796,32.1866053355877,1917,COG Operating LLC,COG - Red Raider Central Tank Battery ,6,16.5,12.375,32.1866,-103.5237,
-104.102059274077,32.6347213852391,1918,Devon Energy Production Company LP,Devon - Onyx 29 CTB 1,6,98.2,73.65,32.634716,-104.10205,
-104.11173424412,32.1233772987096,1919,EOG Resources Inc - Midland Division,EOG - Buzz 21 State No701 H,6,44,33,32.123372,-104.111725,
-103.936478236258,32.6330243925856,1920,Cimarex Energy Co of Colorado,"Cimarex - Hackberry 26 Federal Com 1H, 2H Facility",6,86.1,64.575,32.633019,-103.936469,
-103.376106084088,32.2546583537981,1921,EOG Resources Inc - Midland Division,EOG - Beowulf 33 State Com No601 H,6,41.2,30.9,32.254653,-103.376097,
-104.259740277508,32.1204132916281,1922,Cimarex Energy Co of Colorado,Cimarex - Wigeon 23-26 Federal Com 4H Facility,3,30.3,22.725,32.120408,-104.259731,
-103.718956159042,32.1953183283938,1923,COG Operating LLC,COG - Windward Federal 2H Battery,6,29.31,21.9825,32.195313,-103.718947,
-103.53968411978,32.224324341323,1924,Devon Energy Production Company LP,Devon Energy - Boomslang 14 CTB 1,6,90.5,67.875,32.224319,-103.539675,
-103.518490129821,32.4633973830119,1925,EOG Resources Inc - Midland Division,EOG - Persimmon 24 State Com No201H,6,42.5,31.875,32.463392,-103.518481,
-104.085644271039,32.6455083878029,1926,Devon Energy Production Company LP,Devon -  Agate PWU 21 CTB 1,6,98.6,73.95,32.645503,-104.085635,
-103.584478154583,32.6148664056951,1927,Cimarex Energy Co of Colorado,Cimarex - Quail Ridge 32 State 2 Facility,6,60.59,45.4425,32.614861,-103.584469,
-103.430040088471,32.1240743290271,1928,EOG Resources Inc - Midland Division,EOG - Rider BRQ Fed Battery,2,60.7,45.525,32.124069,-103.430031,
-104.131659257724,32.2702883226435,1929,Matador Production Company,Matador - Charlie Sweeney Facility,2,40.8,30.6,32.270283,-104.13165,
-103.166978086258,33.0420244973221,1930,"Legacy Reserves Operating, LP",Lagacy - Lea G State Facility,6,16.6,12.45,33.042019,-103.166969,
-103.674748176191,32.6291864039746,1931,Cimarex Energy Co of Colorado,Cimarex - Maduro Unit 8 Facility ,6,57.8,43.35,32.629181,-103.674739,
-103.673298141468,32.0787863105369,1932,Cimarex Energy Co of Colorado,Cimarex - Hallertau 4 Federal 1H 3H 4H 7H 8H Facility,2,26.9,20.175,32.078781,-103.673289,
-104.003837229437,32.2827133304842,1933,Cimarex Energy Co of Colorado,Cimarex - Laguna Grande Unit 7H Facility ,6,64.3,48.225,32.282708,-104.003828,
-104.065120244395,32.2990333304857,1934,Chevron USA Inc,Chevron - El Toro Tank Battery,2,45.6,34.2,32.299028,-104.065111,
-104.065120244395,32.2990333304857,1935,"Rockcliff Enerfy, LLC",Chevron - El Toro Tank Battery,2,45.6,34.2,32.299028,-104.065111,
-104.037415265281,32.7261724035377,1936,EOG Resources Inc - Midland Division,EOG - Terlingua 23 State No 501H,6,46.5,34.875,32.726167,-104.037406,
-103.513209106032,32.0990053210586,1937,EOG Resources Inc - Midland Division,EOG - Hound 30 Fed CTB,2,15.6,11.7,32.099,-103.5132,
-103.566376115227,32.0497443102766,1938,EOG Resources Inc - Midland Division,EOG - Magnolia 15 Fed Central Tank Battery ,2,15.5,11.625,32.049739,-103.566367,
-103.571823124909,32.187930333677,1939,EOG Resources Inc - Midland Division,EOG - Convoy State CTB ,2,31.83,23.8725,32.187925,-103.571814,
-103.604820161025,32.6425944094516,1940,Cimarex Energy Co of Colorado,Cimarex - Mescalero 19 Federal 2 Facility ,6,25.52,19.14,32.642589,-103.604811,
-104.245157272535,32.0931962876802,1941,COG Operating LLC,COG - Roadrunner Fed Com 1H & 11H Battery,6,64.7,48.525,32.093191,-104.245148,
-104.083731246567,32.2659833240697,1942,Matador Production Company,Matador - B Banker Facility,2,43.41,32.5575,32.265978,-104.083722,
-104.048756234208,32.1948493136113,1943,Matador Production Company,Matador - Paul Facility,6,27.8,20.85,32.194844,-104.048747,
-104.102995249718,32.2462443198723,1944,Matador Production Company,Matador - Jimmy Kone Facility,6,40.2,30.15,32.246239,-104.102986,
-103.709823184936,32.640288404237,1945,COG Operating LLC,COG Operating - Geronimo Fed Com 11H Battery,6,38.2,28.65,32.640283,-103.709814,
-103.89842823645,32.7701524173581,1946,Matador Production Company,Matador - Parker 5 Federal No 1,6,18,13.5,32.770147,-103.898419,
-104.170503263748,32.2253053133125,1947,COG Operating LLC,COG - Switchback State 21 H Battery,6,43.2,32.4,32.2253,-104.170494,
-103.870009205021,32.3800053529655,1948,XTO Energy Inc,XTO - James Ranch Unit (JRU) DI 1A Battery,3,94.45,70.8375,32.38,-103.87,
-103.870009205021,32.3800053529655,1949,BOPCO LP,XTO - James Ranch Unit (JRU) DI 1A Battery,3,94.45,70.8375,32.38,-103.87,
-104.100713235367,32.0210012818472,1950,COG Operating LLC,COG - Graham Nash Fed Com 7H Battery,6,54,40.5,32.020996,-104.100704,
-104.095784275706,32.6820443934497,1951,OXY USA WTP Limited Partnership,OXY - Turkey Track CTB and Gas Sales Compression,3,79.6,59.7,32.682039,-104.095775,
-103.38169508886,32.310988363187,1952,EOG Resources Inc - Midland Division,EOG - Wicked 17 State Com No301H,6,49.6,37.2,32.310983,-103.381686,
-103.464862097178,32.1357223294853,1953,EOG Resources Inc - Midland Division,EOG - Pistolero 15 Fed No701H - GCP6-7379,2,29.7,22.275,32.135717,-103.464853,
-103.880840187045,32.048994296301,1954,WPX Energy Permian LLC (Denver),WPX - Tucker Draw Fed Com,1,242.2,181.65,32.048989,-103.880831,
-103.880840187045,32.048994296301,1955,WPX Energy Permian LLC,WPX - Tucker Draw Fed Com,1,242.2,181.65,32.048989,-103.880831,
-104.192176305345,32.8007274087789,1956,Apache Corporation,Apache - Outlaw State,6,19.2,14.4,32.800722,-104.192167,
-103.463734097214,32.1405523303629,1957,EOG Resources Inc - Midland Division,EOG - Osprey 10 No602H and No701H - GCP6,2,31,23.25,32.140547,-103.463725,
-107.908854402186,36.3094137501536,1958,Juniper Resources Exploration Company LLC,Juniper Resources - Pinon 305H Pad,5,44.54,33.405,36.309408,-107.908844,
-103.719370154871,32.1258113165289,1959,Devon Energy Production Company LP,Devon Energy - CDU 18 CTB No1,6,98.41,73.8075,32.125806,-103.719361,
-103.399267094199,32.3318973659739,1960,EOG Resources Inc - Midland Division,EOG - Righteous 6 State No601Y,6,48.8,36.6,32.331892,-103.399258,
-104.234040273414,32.1485332975187,1961,Cimarex Energy Co of Colorado,Cimarex - Da Vinci 7-18 Fed 6H Facility,6,99.7,74.775,32.148528,-104.234031,
-103.622248145791,32.3386363571138,1962,Cimarex Energy Co of Colorado,Cimarex - Coriander AOC 1-12 State 1H Facility,6,99.42,74.565,32.338631,-103.622239,
-103.596670159239,32.6438944100458,1963,Cimarex Energy Co of Colorado,Cimarex - Mescalero 19 Federal 1 Facility ,6,24.59,18.4425,32.643889,-103.596661,
-104.305649285334,32.0785022825145,1964,EOG Resources Inc - Midland Division,EOG - Gutsy Bun Fed Com No1H,6,48.6,36.45,32.078497,-104.30564,
-103.992823214467,32.0805222967163,1965,EOG Resources Inc - Midland Division,West Brushy Federal 33 No 1,6,73.1,54.825,32.080517,-103.992814,
-103.589298173181,32.8847944510147,1966,Cimarex Energy Co of Colorado,Cimarex Energy - State LF 32-5 2H Facility,6,43.6,32.7,32.884789,-103.589289,
-103.533203134593,32.4855053861015,1967,EOG Resources Inc - Midland Division,EOG - Nectarine 13 State Com,2,42.5,31.875,32.4855,-103.533194,
-103.516217128861,32.4564473819332,1968,EOG Resources Inc - Midland Division,EOG - Naguss 30 State Com No501H,2,42.4,31.8,32.456442,-103.516208,
-104.057663276531,32.8279214195983,1969,COG Operating LLC,COG - Dodd Federal Unit 15A Battery,6,45.8,34.35,32.827916,-104.057654,
-103.532556141978,32.6040694062451,1970,Matador Production Company,Eagle 2 State North TB,6,80.6,60.45,32.604064,-103.532547,
-103.526759107794,32.0768943166725,1971,Devon Energy Production Company LP,Devon Energy - Seawolf 1-12 CTB 1,3,230.8,173.1,32.076889,-103.52675,
-104.407214305582,32.0340042705074,1972,COG Operating LLC,COG - Caverns Fed Com 4H Battery,6,41.7,31.275,32.033999,-104.407205,
-103.707116149287,32.0801913092849,1973,EOG Resources Inc - Midland Division,EOG - Almost Eddy 31 Fed No 1H,6,46,34.5,32.080186,-103.707107,
-103.795487203744,32.6280163982298,1974,Cimarex Energy Co of Colorado,Cimarex - Southern California 29 Fed 19H Facility,6,31.7,23.775,32.628011,-103.795478,
-103.435709105881,32.3849053733856,1975,"BTA Oil Producers, LLC",BTA - Chiso 14 State 8711 3H and 4H Battery,6,71.6,53.7,32.3849,-103.4357,
-103.629049130557,32.0658473102752,1976,"BTA Oil Producers, LLC",BTA - Mesa 8105 JV-P 9H and 11H Battery,6,62.77,47.0775,32.065842,-103.62904,
-103.720531168264,32.3382773526334,1977,Devon Energy Production Company LP,Devon - Todd-Apache 6 CTB 1,3,99.7,74.775,32.338272,-103.720522,
-103.570284122276,32.1507493273913,1978,EOG Resources Inc - Midland Division,EOG - Antietam 9 Fed Com CTB ,6,47.8,35.85,32.150744,-103.570275,
-103.761084162178,32.0893663084677,1979,Devon Energy Production Company LP,Devon - Cotton Draw Unit 27 CTB 5,6,93.2,69.9,32.089361,-103.761075,
-103.554592127591,32.2953383527753,1980,Devon Energy Production Company LP,Devon - Thistle Unit 22 CTB 2,3,92,69,32.295333,-103.554583,
-103.482953113602,32.3347273627036,1981,Devon Energy Production Company LP,Devon - Rio Blanco 4 CTB 1,3,99,74.25,32.334722,-103.482944,
-107.570460314717,36.1511837479749,1982,Enduring Resources LLC,Enduring - N Escavada UT No315/316/330/331,2,60.9,45.675,36.151178,-107.57045,
-107.570460314717,36.1511837479749,1983,WPX Energy Permian LLC,Enduring - N Escavada UT No315/316/330/331,2,60.9,45.675,36.151178,-107.57045,
-103.468128112449,32.3708303695266,1984,Devon Energy Production Company LP,Devon - Gaucho 21 Wellpad 2,3,95.9,71.925,32.370825,-103.468119,
-103.598065152872,32.539172392256,1985,XTO Energy Inc,XTO - Severus East Tank Battery,3,95,71.25,32.539167,-103.598056,
-103.915565192036,32.0008382865694,1986,XTO Energy Inc,XTO - Ross Draw 3031 Tank Battery,3,92.1,69.075,32.000833,-103.915556,
-103.937787214193,32.2794493328978,1987,XTO Energy Inc,XTO Energy - Remuda 200 Tank Battery,3,23.7,17.775,32.279444,-103.937778,
-103.879987186159,32.0376112943997,1988,WPX Energy Permian LLC (Denver),RKI - Dobro 16 State 1H,6,54.6,40.95,32.037606,-103.879978,
-103.758681162647,32.1060633114213,1989,Devon Energy Production Company LP,Devon Energy - Lusitano 27 CTB 6,3,99.3,74.475,32.106058,-103.758672,
-103.937787213675,32.271116331487,1990,XTO Energy Inc,XTO Energy - Remuda 500 Tank Battery,3,93.25,69.9375,32.271111,-103.937778,
-103.876398206026,32.3727833514553,1991,XTO Energy Inc,XTO - James Ranch Unit DI 1 Tank Battery,3,94.5,70.875,32.372778,-103.876389,
-104.260070278324,32.1324772936495,1992,Cimarex Energy Co of Colorado,Cimarex Energy - White City 14 Federal 1 Facility,6,28.9,21.675,32.132472,-104.260061,
-103.73155720278,32.8388074366457,1993,COG Operating LLC,COG - Flat Head Fed Com 27H Battery,6,40.62,30.465,32.838802,-103.731548,
-103.599506126592,32.1118303194437,1994,Cimarex Energy Co of Colorado,Cimarex - Vaca Draw 20-17 Federal 1H Facility,3,79.8,59.85,32.111825,-103.599497,
-103.630870143604,32.2716943453326,1995,Cimarex Energy Co of Colorado,Cimarex - Triste Draw 25 West Battery ,3,88.84,66.63,32.271689,-103.630861,
-103.56302612328,32.1942363351452,1996,EOG Resources Inc - Midland Division,EOG - Frazier 27 State Com No 703H,6,54.2,40.65,32.194231,-103.563017,
-103.626398146837,32.3401743571889,1997,Cimarex Energy Co of Colorado,Cimarex Energy - Thyme APY Fed 9H Facility,6,56.64,42.48,32.340169,-103.626389,
-103.701809147298,32.0674443073417,1998,Cimarex Energy Co of Colorado,Cimarex - Hallertau 5 Federal 7-11H 16H Facility,3,77.33,57.9975,32.067439,-103.7018,
-104.160037262295,32.2401723162896,1999,Marathon Oil Permian LLC,Marathon - El Presidente State X No4H Tank Battery,6,30.8,23.1,32.240167,-104.160028,
-104.072648263032,32.5668943752229,2000,Marathon Oil Permian LLC,Marathon - Bootlegger 1H Tank Battery,6,90.6,67.95,32.566889,-104.072639,
-103.565839139405,32.4430753774138,2001,Marathon Oil Permian LLC,Marathon - Battle 34 Federal No4 Tank Battery,6,32,24,32.44307,-103.56583,
-104.06770323942,32.2094773152394,2002,Marathon Oil Permian LLC,Marathon - Chicken Fry Federal Com No1H Tank Battery,6,30.8,23.1,32.209472,-104.067694,
-103.920009201069,32.1325053087725,2003,XTO Energy Inc,XTO - PLU Brushy Draw East Tank Battery,3,94.5,70.875,32.1325,-103.92,
-103.927787202841,32.1325053084273,2004,XTO Energy Inc,XTO - PLU Brushy Draw West Tank Battery,3,94.5,70.875,32.1325,-103.927778,
-104.26074827937,32.1469742960652,2005,Cimarex Energy Co of Colorado,Cimarex - Grynberg 11 Federal Com 1 Facility,6,28.9,21.675,32.146969,-104.260739,
-103.578709120571,32.0911993168324,2006,Cimarex Energy Co of Colorado,Cimarex - Red Hills Unit 17H Facility,6,96.7,72.525,32.091194,-103.5787,
-104.214092285591,32.4162883434863,2007,Chevron USA Inc,Chevron - Jarvis Mead 1 GU,6,22.74,17.055,32.416283,-104.214083,
